Text,Index
"['抽獎', '獎品', '奇異', '鳥', '環保', '杯', '共', '名']",11
"['這好', '綠']",2
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['奇異', '鳥', '奇異', '鳥', '什麼', '鴿子', '花', '轟']",0
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發', '抽起', '乃']",1
"['一起', '發', '抽起', '乃']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",12
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",0
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",0
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",2
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",0
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",4
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
['新品'],0
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['想', '喝泰奶']",0
"['這好', '綠']",2
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['新品', '欠', '喝']",3
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['抽抽', '抽']",12
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['顏色', '太酷']",0
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",0
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['祈禱', '抽中']",1
"['祈禱', '抽中']",9
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['一起', '發']",10
"['笑', '死', '一堆', '領低', '收', '補助', '家裡', '開', '賓士']",0
"['很多', '有錢人', '知道', '逃漏稅', '反倒', '窮人', '常常', '不', '知道', '申請', '政府', '補助', '每天', '苟延殘喘', '活著']",2
"['申請', '不到']",8
"['說', '低收入', '戶', '食衣住行', '一定', '看起來', '清寒', '一樣']",8
"['看', '前面', '最後', '一張']",8
"['有時候', '不能', '往往', '帶', '有色眼鏡', '看', '深入', '了解', '家庭', '狀況', '有沒有', '一種', '那位', '女生', '大部份', '錢', '美妝', '車子', '有沒有', '她們', '一家人', '儲錢儲', '好久', '買到']",4
"['沒有', '說', '幫', '一方', '表達', '想法']",4
"['洋蔥', '炸彈', '來襲', '麻煩', '注意']",8
['洋蔥'],14
"['阿嬤', '沒有', '過世', '永遠', '活在', '媽媽', '心裡']",1
"['比較', '反射', '反應', '阿嬤前', '陣子', '過世', '不經意', '脫口而出', '禮拜六', '沒事', '陪', '阿嬤洗', '腎', '講完', '想到', '阿嬤', '走', '一個月']",8
"['真的', '滿滿的', '洋蔥', '炸彈']",16
"['阿公', '今年', '走', '做', '事情', '想到', '沒有', '阿公']",8
"['看到', '怕', '外公', '外婆', '離開', '那天', '不知不覺', '眼淚', '掉下來', '哈哈哈']",14
"['女生', '太大愛', '大度', '佩服']",1
"['被騙', '蛤', '蛤', '騙', '老娘', '尊重', '祝福', '鎖死', '你們', '談戀愛', '看', '腐女']",2
"['这是', '什么', '神仙', '组合']",1
"['这是', '什么', '神仙', '组合']",14
"['真是', '太好了']",6
"['傻眼', '一整天']",2
"['原文', '更', '多', '亮眼', '分享']",0
"['吐司', '邊', '耳環', '麥當勞', '背心', '看起來', '真的', '讚']",2
"['其實', '創意']",2
"['化學系', '壓力', '大成']",5
"['說', '吃零食', '什麼', '事上', '快樂', '事']",5
['開玩笑'],2
"['考卷', '英文', '看不懂']",8
"['這有夠', '難吃', '還能', '叫', '食物']",2
"['化學', '老師', '同學', '不是', '蔥', '蔥', '什麼']",2
"['來個', '環戊二烯', '基鈉', '烯環鈉']",5
"['試試', '祝', '成功']",5
"['說', '每個', '父母親', '作詩']",5
"['看過', '螃蟹', '版本', '女兒', '爸爸', '從今天起', '殘疾', '螃蟹', '爸', '什麼', '女兒', '沒鉗']",2
